device_type,hour,current_watts,avg_watts,rolling_avg,volatility,trend,label
Router,13,12.0,12,12.0,0.24,0.0,0
Refrigerador,12,240.0,150,150.0,3.0,0.0,1
Microondas,0,1000.0,1000,1000.0,20.0,0.0,0
Calefactor,19,1461.76,1500,1461.76,30.0,-4.29,0
Horno,20,2200.0,2200,2200.0,44.0,0.0,0
Router,0,12.0,12,12.0,0.24,0.0,0
Calefactor,3,1500.0,1500,1500.0,30.0,0.0,0
Lavadora,23,517.84,500,517.84,10.0,1.66,0
Microondas,19,1096.84,1000,1096.84,20.0,-2.32,0
Laptop,9,69.79,65,69.79,1.3,1.93,0
Luces,17,62.54,60,62.54,1.2,-3.06,0
Refrigerador,21,135.54,150,135.54,3.0,-1.88,0
Lavadora,6,537.97,500,537.97,10.0,2.96,0
Calefactor,21,1443.55,1500,1443.55,30.0,-0.78,0
Microondas,1,1000.0,1000,1000.0,20.0,0.0,0
Calefactor,2,1499.45,1500,1499.45,30.0,-3.73,0
Calefactor,8,1518.04,1500,1518.04,30.0,-0.47,0
Televisor,18,120.0,120,120.0,2.4,0.0,0
Lavadora,3,500.0,500,500.0,10.0,0.0,0
Computadora,13,81.08,300,81.08,6.0,-4.19,0
Mini Refrigerador,12,80.0,80,80.0,1.6,0.0,0
Lavadora,1,499.1,500,499.1,10.0,-2.32,0
Mini Refrigerador,11,87.99,80,87.99,1.6,4.52,0
Refrigerador,14,160.54,150,160.54,3.0,0.58,0
Microondas,15,1050.77,1000,1050.77,20.0,-4.69,0
Microondas,4,974.98,1000,974.98,20.0,0.34,0
Luces,3,60.0,60,60.0,1.2,0.0,0
Lavadora,11,544.53,500,544.53,10.0,4.16,0
Laptop,16,62.79,65,62.79,1.3,-2.38,0
Computadora,9,300.0,300,300.0,6.0,0.0,0
Microondas,18,1048.89,1000,1048.89,20.0,-2.71,0
Aire Acondicionado,17,1283.5,1200,1283.5,24.0,-2.21,0
Aire Acondicionado,19,1188.58,1200,1188.58,24.0,0.17,0
Calefactor,3,1588.57,1500,1588.57,30.0,-2.14,0
Microondas,4,942.54,1000,942.54,20.0,0.91,0
Aire Acondicionado,17,1277.7,1200,1277.7,24.0,1.51,0
Calefactor,16,1455.34,1500,1455.34,30.0,0.55,0
Computadora,9,360.0,300,300.0,0.1,0.0,7
Calefactor,8,7500.0,1500,1500.0,30.0,0.0,18
Mini Refrigerador,12,80.0,80,80.0,1.6,0.0,0
Computadora,10,58.04,300,58.04,6.0,-1.11,0
Aire Acondicionado,20,1830.54,1200,1830.54,24.0,1.44,4
Laptop,15,65.0,65,65.0,1.3,0.0,0
Router,18,12.19,12,12.19,0.24,-4.27,0
Refrigerador,12,152.35,150,152.35,3.0,1.28,0
Horno,14,2300.75,2200,2300.75,44.0,-4.69,0
Laptop,4,61.84,65,61.84,1.3,4.37,0
Aire Acondicionado,23,1142.68,1200,1142.68,24.0,1.05,0
Aire Acondicionado,21,1122.7,1200,1122.7,24.0,-3.92,0
Lavadora,19,500.0,500,500.0,10.0,0.0,0
Router,19,11.26,12,11.26,0.24,-1.65,0
Refrigerador,5,156.34,150,156.34,3.0,1.85,0
Lavadora,19,473.94,500,473.94,10.0,-2.71,0
Refrigerador,17,240.0,150,150.0,3.0,0.0,1
Secadora,1,2687.13,2500,2687.13,50.0,-2.21,0
Computadora,17,307.54,300,307.54,6.0,-2.24,0
Horno,17,2303.23,2200,2303.23,44.0,-4.98,0
Microondas,13,966.59,1000,966.59,20.0,-3.17,0
Microondas,10,944.92,1000,944.92,20.0,3.13,0
Horno,8,2225.37,2200,2225.37,44.0,-4.01,0
Router,6,12.0,12,12.0,0.24,0.0,0
Luces,17,64.59,60,64.59,1.2,-0.09,0
Microondas,0,1000.0,1000,1000.0,20.0,0.0,0
Televisor,23,122.84,120,122.84,2.4,-0.58,0
Televisor,3,600.0,120,120.0,2.4,0.0,18
Lavadora,6,500.0,500,500.0,10.0,0.0,0
Aire Acondicionado,18,1195.21,1200,1195.21,24.0,4.76,0
Computadora,15,300.0,300,300.0,6.0,0.0,0
Laptop,19,65.0,65,65.0,1.3,0.0,0
Refrigerador,7,150.01,150,150.01,3.0,0.17,0
Laptop,11,64.68,65,64.68,1.3,-3.72,0
Lavadora,14,450.02,500,450.02,10.0,2.02,0
Router,16,12.8,12,12.8,0.24,4.45,0
Horno,1,2272.95,2200,2272.95,44.0,2.33,0
Laptop,4,59.46,65,59.46,1.3,1.41,0
Calefactor,20,1500.0,1500,1500.0,30.0,0.0,0
Router,13,12.0,12,12.0,0.24,0.0,0
Aire Acondicionado,10,1165.84,1200,1165.84,24.0,-3.36,0
Secadora,10,12500.0,2500,2500.0,50.0,0.0,18
Aire Acondicionado,13,1162.22,1200,1162.22,24.0,1.29,0
Horno,5,2024.98,2200,2024.98,44.0,1.45,0
Mini Refrigerador,12,87.48,80,87.48,1.6,4.49,0
Luces,6,57.45,60,57.45,1.2,4.05,0
Router,23,10.87,12,10.87,0.24,-1.4,0
Router,16,11.78,12,11.78,0.24,-2.21,0
Refrigerador,17,143.83,150,143.83,3.0,-4.17,0
Lavadora,5,2500.0,500,500.0,10.0,0.0,18
Router,4,12.0,12,12.0,0.24,0.0,0
Lavadora,17,500.0,500,500.0,10.0,0.0,0
Microondas,0,1025.36,1000,1025.36,20.0,-1.97,0
Secadora,10,2549.45,2500,2549.45,50.0,0.57,0
Luces,11,60.51,60,60.51,1.2,-3.69,0
Refrigerador,11,240.0,150,150.0,3.0,0.0,1
Luces,3,62.35,60,62.35,1.2,1.33,0
Televisor,21,121.56,120,121.56,2.4,-1.24,0
Router,13,12.0,12,12.0,0.24,0.0,0
Computadora,17,326.26,300,326.26,6.0,0.75,0
Horno,14,2112.36,2200,2112.36,44.0,0.03,0
Calefactor,8,1500.0,1500,1500.0,30.0,0.0,0
Lavadora,20,498.85,500,498.85,10.0,3.66,0
Aire Acondicionado,4,1258.33,1200,1258.33,24.0,-4.82,0
Laptop,7,65.0,65,65.0,1.3,0.0,0
Televisor,13,109.66,120,109.66,2.4,0.33,0
Computadora,6,3.0,300,3.0,6.0,2.86,0
Secadora,5,2503.86,2500,2503.86,50.0,-4.16,0
Computadora,8,54.47,300,54.47,6.0,-3.99,0
Router,14,12.0,12,12.0,0.24,0.0,0
Router,16,12.05,12,12.05,0.24,-0.3,0
Lavadora,3,500.0,500,500.0,10.0,0.0,0
Televisor,14,600.0,120,120.0,2.4,0.0,18
Luces,20,60.0,60,60.0,1.2,0.0,0
Microondas,20,1030.9,1000,1030.9,20.0,-3.1,0
Computadora,18,313.17,300,313.17,6.0,4.94,0
Secadora,14,2503.8,2500,2503.8,50.0,4.12,0
Calefactor,17,1500.0,1500,1500.0,30.0,0.0,0
Aire Acondicionado,8,1640.5,1200,1640.5,24.0,1.43,4
Computadora,20,297.74,300,297.74,6.0,-3.54,0
Lavadora,7,542.62,500,542.62,10.0,4.7,0
Aire Acondicionado,11,1097.22,1200,1097.22,24.0,3.77,0
Televisor,11,120.0,120,120.0,2.4,0.0,0
Luces,15,60.0,60,60.0,1.2,0.0,0
Calefactor,18,1373.72,1500,1373.72,30.0,2.66,0
Televisor,12,115.47,120,115.47,2.4,-0.32,0
Luces,15,60.0,60,60.0,1.2,0.0,0
Televisor,22,124.88,120,124.88,2.4,1.38,0
Refrigerador,1,143.64,150,143.64,3.0,2.74,0
Horno,6,2200.0,2200,2200.0,44.0,0.0,0
Router,21,12.0,12,12.0,0.24,0.0,0
Calefactor,11,1356.4,1500,1356.4,30.0,2.12,0
Refrigerador,14,240.0,150,150.0,3.0,0.0,1
Laptop,23,65.0,65,65.0,1.3,0.0,0
Laptop,5,71.28,65,71.28,1.3,-4.27,0
Mini Refrigerador,6,77.63,80,77.63,1.6,1.46,0
Computadora,13,55.36,300,55.36,6.0,-2.45,0
Luces,10,63.09,60,63.09,1.2,-0.03,0
Refrigerador,15,240.0,150,150.0,3.0,0.0,1
Televisor,11,129.36,120,129.36,2.4,0.22,0
Microondas,15,1000.0,1000,1000.0,20.0,0.0,0
Horno,17,2200.0,2200,2200.0,44.0,0.0,0
Laptop,9,64.33,65,64.33,1.3,-1.59,0
Refrigerador,19,240.0,150,150.0,3.0,0.0,1
Microondas,19,1000.0,1000,1000.0,20.0,0.0,0
Refrigerador,22,240.0,150,150.0,3.0,0.0,1
Aire Acondicionado,7,1950.26,1200,1950.26,24.0,-1.37,4
Luces,13,55.02,60,55.02,1.2,-3.32,0
Lavadora,3,543.67,500,543.67,10.0,3.19,0
Refrigerador,17,240.0,150,150.0,3.0,0.0,1
Secadora,18,2372.2,2500,2372.2,50.0,-3.02,0
Luces,13,60.0,60,60.0,1.2,0.0,0
Mini Refrigerador,16,80.0,80,80.0,1.6,0.0,0
Router,13,11.12,12,11.12,0.24,-3.46,0
Computadora,23,300.0,300,300.0,6.0,0.0,0
Aire Acondicionado,2,1185.68,1200,1185.68,24.0,-4.79,0
Computadora,4,3.0,300,3.0,6.0,1.84,0
Secadora,11,2623.11,2500,2623.11,50.0,-0.54,0
Televisor,7,124.92,120,124.92,2.4,4.65,0
Secadora,7,2538.4,2500,2538.4,50.0,-2.42,0
Microondas,1,952.99,1000,952.99,20.0,-4.52,0
Refrigerador,16,140.81,150,140.81,3.0,3.39,0
Refrigerador,19,141.66,150,141.66,3.0,1.94,0
Refrigerador,12,240.0,150,150.0,3.0,0.0,1
Mini Refrigerador,3,73.35,80,73.35,1.6,4.6,0
Televisor,16,127.78,120,127.78,2.4,-4.22,0
Secadora,4,2362.28,2500,2362.28,50.0,3.51,0
Aire Acondicionado,6,1800.0,1200,1200.0,24.0,40.0,3
Calefactor,9,1500.0,1500,1500.0,30.0,0.0,0
Aire Acondicionado,8,1705.87,1200,1705.87,24.0,1.69,4
Aire Acondicionado,15,2050.11,1200,2050.11,24.0,0.63,4
Microondas,3,1033.64,1000,1033.64,20.0,2.37,0
Laptop,3,65.0,65,65.0,1.3,0.0,0
Lavadora,1,491.27,500,491.27,10.0,0.98,0
Horno,15,2232.87,2200,2232.87,44.0,-3.68,0
Mini Refrigerador,9,82.95,80,82.95,1.6,4.71,0
Secadora,0,2500.0,2500,2500.0,50.0,0.0,0
Horno,3,2323.13,2200,2323.13,44.0,-2.55,0
Refrigerador,4,240.0,150,150.0,3.0,0.0,1
Televisor,18,118.5,120,118.5,2.4,4.1,0
Luces,0,56.72,60,56.72,1.2,-3.78,0
Calefactor,6,1500.0,1500,1500.0,30.0,0.0,0
Router,6,12.0,12,12.0,0.24,0.0,0
Mini Refrigerador,1,72.91,80,72.91,1.6,-3.23,0
Microondas,14,955.68,1000,955.68,20.0,-4.73,0
Microondas,6,1000.0,1000,1000.0,20.0,0.0,0
Laptop,23,67.38,65,67.38,1.3,-2.88,0
Microondas,14,1000.0,1000,1000.0,20.0,0.0,0
Secadora,14,2500.0,2500,2500.0,50.0,0.0,0
Luces,8,56.84,60,56.84,1.2,3.72,0
Microondas,17,1084.09,1000,1084.09,20.0,-4.9,0
Luces,14,64.88,60,64.88,1.2,3.03,0
Mini Refrigerador,9,79.29,80,79.29,1.6,3.03,0
Televisor,10,120.0,120,120.0,2.4,0.0,0
Refrigerador,3,240.0,150,150.0,3.0,0.0,1
Aire Acondicionado,9,1800.0,1200,1200.0,24.0,40.0,3
Laptop,18,67.31,65,67.31,1.3,-2.78,0
Horno,1,2339.19,2200,2339.19,44.0,-2.3,0
Secadora,23,2663.51,2500,2663.51,50.0,-4.94,0
Computadora,7,300.0,300,300.0,6.0,0.0,0
Lavadora,19,500.0,500,500.0,10.0,0.0,0
Refrigerador,3,240.0,150,150.0,3.0,0.0,1
Lavadora,9,474.52,500,474.52,10.0,-3.5,0
Aire Acondicionado,23,2110.87,1200,2110.87,24.0,-0.6,4
Refrigerador,0,161.64,150,161.64,3.0,2.95,0
Televisor,0,120.0,120,120.0,2.4,0.0,0
Computadora,15,360.0,300,300.0,0.1,0.0,7
Luces,1,63.14,60,63.14,1.2,-1.83,0
Mini Refrigerador,10,79.69,80,79.69,1.6,-0.23,0
Refrigerador,6,139.59,150,139.59,3.0,4.27,0
Secadora,22,2416.41,2500,2416.41,50.0,3.1,0
Lavadora,10,454.11,500,454.11,10.0,4.79,0
Secadora,4,2500.0,2500,2500.0,50.0,0.0,0
Luces,6,63.75,60,63.75,1.2,-3.88,0
Microondas,4,1039.43,1000,1039.43,20.0,3.79,0
Horno,13,2368.68,2200,2368.68,44.0,1.24,0
Calefactor,12,1557.89,1500,1557.89,30.0,-0.24,0
Luces,18,60.0,60,60.0,1.2,0.0,0
Televisor,0,118.19,120,118.19,2.4,4.02,0
Aire Acondicionado,15,1310.96,1200,1310.96,24.0,-1.81,0
Computadora,14,309.81,300,309.81,6.0,-0.73,0
Televisor,5,120.0,120,120.0,2.4,0.0,0
Luces,19,60.0,60,60.0,1.2,0.0,0
Mini Refrigerador,8,80.0,80,80.0,1.6,0.0,0
Lavadora,8,2500.0,500,500.0,10.0,0.0,18
Refrigerador,6,162.02,150,162.02,3.0,-0.82,0
Luces,5,60.0,60,60.0,1.2,0.0,0
Computadora,20,301.78,300,301.78,6.0,2.56,0
Lavadora,14,500.0,500,500.0,10.0,0.0,0
Horno,1,2106.7,2200,2106.7,44.0,-0.67,0
Aire Acondicionado,18,1289.68,1200,1289.68,24.0,-2.58,0
Aire Acondicionado,18,1800.0,1200,1200.0,24.0,40.0,3
Computadora,18,360.0,300,300.0,0.1,0.0,7
Luces,15,300.0,60,60.0,1.2,0.0,18
Luces,0,300.0,60,60.0,1.2,0.0,18
Horno,3,2391.06,2200,2391.06,44.0,3.69,0
Televisor,14,129.47,120,129.47,2.4,-4.58,0
Computadora,0,360.0,300,300.0,0.1,0.0,7
Televisor,3,3.0,120,3.0,2.4,-3.34,0
Lavadora,18,526.34,500,526.34,10.0,4.83,0
Router,2,12.21,12,12.21,0.24,-4.2,0
Microondas,0,1093.36,1000,1093.36,20.0,-2.85,0
Router,20,12.0,12,12.0,0.24,0.0,0
Aire Acondicionado,20,1294.64,1200,1294.64,24.0,0.89,0
Laptop,15,65.0,65,65.0,1.3,0.0,0
Aire Acondicionado,9,1201.58,1200,1201.58,24.0,2.85,0
Refrigerador,13,240.0,150,150.0,3.0,0.0,1
Microondas,7,1096.02,1000,1096.02,20.0,-4.47,0
Secadora,7,2323.17,2500,2323.17,50.0,3.61,0
Refrigerador,22,163.9,150,163.9,3.0,3.71,0
Refrigerador,16,240.0,150,150.0,3.0,0.0,1
Televisor,9,108.67,120,108.67,2.4,2.28,0
Horno,4,2200.0,2200,2200.0,44.0,0.0,0
Computadora,18,360.0,300,300.0,0.1,0.0,7
Secadora,20,2500.0,2500,2500.0,50.0,0.0,0
Mini Refrigerador,9,80.0,80,80.0,1.6,0.0,0
Secadora,2,2414.69,2500,2414.69,50.0,3.26,0
Calefactor,14,1500.0,1500,1500.0,30.0,0.0,0
Refrigerador,14,240.0,150,150.0,3.0,0.0,1
Lavadora,23,455.01,500,455.01,10.0,-2.01,0
Televisor,4,120.0,120,120.0,2.4,0.0,0
Microondas,17,1055.29,1000,1055.29,20.0,-3.19,0
Computadora,2,3.0,300,3.0,6.0,0.28,0
Televisor,17,118.3,120,118.3,2.4,0.44,0
Secadora,9,2559.9,2500,2559.9,50.0,0.25,0
Router,18,12.0,12,12.0,0.24,0.0,0
Laptop,4,66.48,65,66.48,1.3,-4.65,0
Horno,19,2041.95,2200,2041.95,44.0,-0.78,0
Computadora,15,279.58,300,279.58,6.0,4.4,0
Aire Acondicionado,15,1676.49,1200,1676.49,24.0,-1.28,4
Horno,18,2000.23,2200,2000.23,44.0,1.72,0
Computadora,13,317.42,300,317.42,6.0,-2.81,0
Lavadora,21,499.34,500,499.34,10.0,-1.5,0
Horno,12,2200.0,2200,2200.0,44.0,0.0,0
Horno,6,2200.0,2200,2200.0,44.0,0.0,0
Aire Acondicionado,20,1279.39,1200,1279.39,24.0,0.07,0
Televisor,4,3.0,120,3.0,2.4,-4.88,0
Router,14,12.0,12,12.0,0.24,0.0,0
Microondas,10,5000.0,1000,1000.0,20.0,0.0,18
Luces,15,60.0,60,60.0,1.2,0.0,0
Aire Acondicionado,10,1134.89,1200,1134.89,24.0,4.66,0
Lavadora,14,505.1,500,505.1,10.0,0.16,0
Lavadora,22,506.77,500,506.77,10.0,4.33,0
Refrigerador,10,142.32,150,142.32,3.0,2.87,0
Computadora,18,60.31,300,60.31,6.0,-4.5,0
Aire Acondicionado,21,1267.74,1200,1267.74,24.0,1.13,0
Computadora,4,300.0,300,300.0,6.0,0.0,17
Calefactor,3,1490.87,1500,1490.87,30.0,-3.93,0
Mini Refrigerador,20,78.1,80,78.1,1.6,3.96,0
Aire Acondicionado,15,1140.66,1200,1140.66,24.0,4.19,0
Laptop,10,70.56,65,70.56,1.3,-4.99,0
Aire Acondicionado,4,1097.53,1200,1097.53,24.0,1.42,0
Aire Acondicionado,16,1825.38,1200,1825.38,24.0,0.86,4
Horno,7,2032.6,2200,2032.6,44.0,0.79,0
Laptop,0,65.0,65,65.0,1.3,0.0,0
Secadora,9,2500.0,2500,2500.0,50.0,0.0,0
Mini Refrigerador,7,76.76,80,76.76,1.6,0.36,0
Mini Refrigerador,13,82.4,80,82.4,1.6,-0.13,0
Lavadora,0,500.0,500,500.0,10.0,0.0,0
Computadora,18,43.97,300,43.97,6.0,-1.01,0
Secadora,7,2313.79,2500,2313.79,50.0,-0.77,0
Microondas,0,1076.41,1000,1076.41,20.0,0.11,0
Laptop,21,65.0,65,65.0,1.3,0.0,0
Calefactor,10,1603.01,1500,1603.01,30.0,-3.22,0
Mini Refrigerador,2,82.94,80,82.94,1.6,-3.83,0
Televisor,9,125.96,120,125.96,2.4,3.43,0
Televisor,10,120.0,120,120.0,2.4,0.0,0
Luces,10,57.27,60,57.27,1.2,4.44,0
Microondas,20,1000.0,1000,1000.0,20.0,0.0,0
Luces,10,58.51,60,58.51,1.2,-3.63,0
Laptop,20,325.0,65,65.0,1.3,0.0,18
Secadora,18,2622.14,2500,2622.14,50.0,-1.26,0
Horno,19,2326.77,2200,2326.77,44.0,-4.95,0
Refrigerador,7,240.0,150,150.0,3.0,0.0,1
Mini Refrigerador,22,80.0,80,80.0,1.6,0.0,0
Computadora,9,279.77,300,279.77,6.0,3.49,0
Luces,23,59.04,60,59.04,1.2,4.74,0
Lavadora,2,500.0,500,500.0,10.0,0.0,0
Laptop,14,70.21,65,70.21,1.3,-2.21,0
Calefactor,1,1537.36,1500,1537.36,30.0,-1.51,0
Horno,18,2220.02,2200,2220.02,44.0,1.16,0
Refrigerador,18,141.46,150,141.46,3.0,0.75,0
Calefactor,10,1500.0,1500,1500.0,30.0,0.0,0
Laptop,15,70.74,65,70.74,1.3,-0.49,0
Lavadora,16,500.0,500,500.0,10.0,0.0,0
Secadora,15,2500.0,2500,2500.0,50.0,0.0,0
Refrigerador,0,240.0,150,150.0,3.0,0.0,1
Laptop,5,66.76,65,66.76,1.3,-3.33,0
Lavadora,15,2500.0,500,500.0,10.0,0.0,18
Computadora,2,300.0,300,300.0,6.0,0.0,17
Secadora,12,2500.0,2500,2500.0,50.0,0.0,0
Router,14,12.0,12,12.0,0.24,0.0,0
Router,21,11.9,12,11.9,0.24,-4.44,0
Televisor,14,120.0,120,120.0,2.4,0.0,0
Horno,12,2136.74,2200,2136.74,44.0,4.22,0
Microondas,16,1000.0,1000,1000.0,20.0,0.0,0
Lavadora,22,500.0,500,500.0,10.0,0.0,0
Luces,12,61.8,60,61.8,1.2,0.33,0
Router,0,11.42,12,11.42,0.24,-3.95,0
Lavadora,2,500.0,500,500.0,10.0,0.0,0
Calefactor,4,1544.56,1500,1544.56,30.0,1.99,0
Computadora,22,300.0,300,300.0,6.0,0.0,0
Televisor,13,112.57,120,112.57,2.4,-2.08,0
Laptop,0,60.96,65,60.96,1.3,-1.35,0
Mini Refrigerador,17,80.0,80,80.0,1.6,0.0,0
Laptop,23,65.0,65,65.0,1.3,0.0,0
Televisor,9,117.61,120,117.61,2.4,-4.44,0
Televisor,22,116.63,120,116.63,2.4,1.19,0
Luces,9,60.0,60,60.0,1.2,0.0,0
Router,0,12.0,12,12.0,0.24,0.0,0
Secadora,8,2500.0,2500,2500.0,50.0,0.0,0
Televisor,8,600.0,120,120.0,2.4,0.0,18
Aire Acondicionado,13,1150.55,1200,1150.55,24.0,4.2,0
Router,2,12.0,12,12.0,0.24,0.0,0
Router,15,12.0,12,12.0,0.24,0.0,0
Aire Acondicionado,2,1267.99,1200,1267.99,24.0,2.86,0
Laptop,3,65.0,65,65.0,1.3,0.0,0
Luces,17,60.0,60,60.0,1.2,0.0,0
Secadora,23,2455.68,2500,2455.68,50.0,2.28,0
Televisor,3,3.0,120,3.0,2.4,3.86,0
Horno,13,2200.0,2200,2200.0,44.0,0.0,0
Laptop,19,65.0,65,65.0,1.3,0.0,0
Laptop,0,65.12,65,65.12,1.3,-1.26,0
Televisor,7,120.0,120,120.0,2.4,0.0,0
Televisor,5,3.0,120,3.0,2.4,-3.58,0
Mini Refrigerador,5,84.77,80,84.77,1.6,4.04,0
Horno,13,2200.0,2200,2200.0,44.0,0.0,0
Computadora,19,296.65,300,296.65,6.0,4.06,0
Calefactor,21,1585.43,1500,1585.43,30.0,1.72,0
Refrigerador,11,158.8,150,158.8,3.0,4.03,0
Aire Acondicionado,6,2055.66,1200,2055.66,24.0,0.13,4
Microondas,2,928.8,1000,928.8,20.0,-1.47,0
Aire Acondicionado,13,1720.31,1200,1720.31,24.0,0.38,4
Router,18,11.58,12,11.58,0.24,1.34,0
Televisor,23,125.2,120,125.2,2.4,-0.34,0
Router,23,12.0,12,12.0,0.24,0.0,0
Refrigerador,9,163.22,150,163.22,3.0,3.01,0
Microondas,17,1064.17,1000,1064.17,20.0,-4.41,0
Microondas,8,1000.0,1000,1000.0,20.0,0.0,0
Refrigerador,23,151.59,150,151.59,3.0,3.37,0
Calefactor,10,1648.95,1500,1648.95,30.0,1.88,0
Microondas,22,1043.74,1000,1043.74,20.0,-3.11,0
Calefactor,14,1581.1,1500,1581.1,30.0,-3.88,0
Luces,13,60.0,60,60.0,1.2,0.0,0
Luces,13,60.0,60,60.0,1.2,0.0,0
Laptop,14,65.0,65,65.0,1.3,0.0,0
Refrigerador,5,140.34,150,140.34,3.0,-2.18,0
Mini Refrigerador,5,80.0,80,80.0,1.6,0.0,0
Horno,11,2363.97,2200,2363.97,44.0,4.83,0
Laptop,7,66.54,65,66.54,1.3,3.74,0
Secadora,18,2500.0,2500,2500.0,50.0,0.0,0
Computadora,0,314.55,300,314.55,6.0,4.66,0
Lavadora,3,500.0,500,500.0,10.0,0.0,0
Microondas,17,1000.0,1000,1000.0,20.0,0.0,0
Lavadora,15,535.92,500,535.92,10.0,-0.94,0
Horno,4,1997.34,2200,1997.34,44.0,-1.11,0
Horno,19,2127.97,2200,2127.97,44.0,4.79,0
Mini Refrigerador,21,83.01,80,83.01,1.6,4.07,0
Computadora,0,312.11,300,312.11,6.0,2.51,0
Router,8,12.99,12,12.99,0.24,2.7,0
Luces,4,60.0,60,60.0,1.2,0.0,0
Laptop,19,65.0,65,65.0,1.3,0.0,0
Lavadora,0,476.01,500,476.01,10.0,-4.45,0
Secadora,16,2500.0,2500,2500.0,50.0,0.0,0
Secadora,17,2642.39,2500,2642.39,50.0,0.98,0
Lavadora,13,455.62,500,455.62,10.0,-3.58,0
Secadora,19,2678.81,2500,2678.81,50.0,0.13,0
Router,17,12.0,12,12.0,0.24,0.0,0
Lavadora,5,500.0,500,500.0,10.0,0.0,0
Lavadora,23,548.87,500,548.87,10.0,1.82,0
Horno,4,2230.5,2200,2230.5,44.0,-1.73,0
Televisor,19,120.0,120,120.0,2.4,0.0,0
Refrigerador,15,140.25,150,140.25,3.0,-2.05,0
Lavadora,12,500.0,500,500.0,10.0,0.0,0
Televisor,10,116.24,120,116.24,2.4,3.93,0
Televisor,6,3.0,120,3.0,2.4,4.86,0
Aire Acondicionado,13,1284.91,1200,1284.91,24.0,4.17,0
Refrigerador,9,156.4,150,156.4,3.0,-1.52,0
Laptop,23,65.0,65,65.0,1.3,0.0,0
Laptop,20,65.67,65,65.67,1.3,3.84,0
Luces,20,60.99,60,60.99,1.2,-4.41,0
Microondas,4,1000.0,1000,1000.0,20.0,0.0,0
Laptop,21,62.65,65,62.65,1.3,-3.13,0
Router,11,12.69,12,12.69,0.24,0.51,0
Router,16,12.56,12,12.56,0.24,4.04,0
Microondas,4,1000.0,1000,1000.0,20.0,0.0,0
Lavadora,3,485.51,500,485.51,10.0,1.33,0
Mini Refrigerador,1,86.35,80,86.35,1.6,3.4,0
Refrigerador,19,143.97,150,143.97,3.0,3.66,0
Lavadora,10,526.1,500,526.1,10.0,4.16,0
Lavadora,15,451.4,500,451.4,10.0,2.47,0
Computadora,4,3.0,300,3.0,6.0,4.91,0
Laptop,16,65.0,65,65.0,1.3,0.0,0
Lavadora,6,532.36,500,532.36,10.0,-1.07,0
Horno,19,2387.93,2200,2387.93,44.0,3.3,0
Calefactor,2,1625.14,1500,1625.14,30.0,-2.68,0
Lavadora,21,450.2,500,450.2,10.0,0.98,0
Televisor,19,120.0,120,120.0,2.4,0.0,0
Aire Acondicionado,17,1885.4,1200,1885.4,24.0,0.4,4
Aire Acondicionado,8,1120.77,1200,1120.77,24.0,-2.53,0
Calefactor,6,1500.0,1500,1500.0,30.0,0.0,0
Computadora,17,360.0,300,300.0,0.1,0.0,7
Secadora,20,2500.0,2500,2500.0,50.0,0.0,0
Aire Acondicionado,0,1688.73,1200,1688.73,24.0,-0.46,4
Secadora,12,2497.72,2500,2497.72,50.0,-0.41,0
Refrigerador,4,240.0,150,150.0,3.0,0.0,1
Microondas,8,949.58,1000,949.58,20.0,-1.8,0
Computadora,19,287.34,300,287.34,6.0,-0.08,0
Computadora,6,3.0,300,3.0,6.0,4.15,0
Laptop,15,65.0,65,65.0,1.3,0.0,0
Calefactor,7,1567.11,1500,1567.11,30.0,2.63,0
Refrigerador,11,155.46,150,155.46,3.0,-3.69,0
Televisor,7,111.39,120,111.39,2.4,4.69,0
Router,2,11.03,12,11.03,0.24,-3.26,0
Calefactor,9,1614.2,1500,1614.2,30.0,-0.21,0
Horno,22,2208.57,2200,2208.57,44.0,2.05,0
Luces,2,61.29,60,61.29,1.2,-2.57,0
Televisor,3,120.0,120,120.0,2.4,0.0,0
Laptop,22,65.0,65,65.0,1.3,0.0,0
Aire Acondicionado,3,1155.12,1200,1155.12,24.0,3.58,0
Aire Acondicionado,20,1800.0,1200,1200.0,24.0,40.0,3
Lavadora,23,500.0,500,500.0,10.0,0.0,0
Calefactor,7,1539.55,1500,1539.55,30.0,-0.16,0
Lavadora,18,2500.0,500,500.0,10.0,0.0,18
Mini Refrigerador,14,83.41,80,83.41,1.6,-2.85,0
Aire Acondicionado,23,2085.16,1200,2085.16,24.0,1.7,4
Aire Acondicionado,22,1214.94,1200,1214.94,24.0,1.99,0
Calefactor,0,1415.15,1500,1415.15,30.0,-1.34,0
Computadora,10,320.75,300,320.75,6.0,2.67,0
Router,7,12.0,12,12.0,0.24,0.0,0
Mini Refrigerador,20,79.56,80,79.56,1.6,-2.44,0
Computadora,16,281.32,300,281.32,6.0,1.9,0
Secadora,10,2710.97,2500,2710.97,50.0,1.67,0
Televisor,0,124.72,120,124.72,2.4,4.89,0
Lavadora,14,500.0,500,500.0,10.0,0.0,0
Computadora,0,300.0,300,300.0,6.0,0.0,0
Lavadora,15,500.26,500,500.26,10.0,2.25,0
Mini Refrigerador,22,86.88,80,86.88,1.6,1.21,0
Calefactor,14,1447.26,1500,1447.26,30.0,4.69,0
Laptop,2,61.94,65,61.94,1.3,-3.48,0
Router,13,13.19,12,13.19,0.24,3.28,0
Secadora,12,2500.0,2500,2500.0,50.0,0.0,0
